,Unnamed: 0,top_p,top_k,modele,theme,prompt,genre,output,Identified_gender,Detailed_counter,Detailed_markers,genre_prompt
2911,2911,top_p:0.75,top_k:100,xglm-2.9B,qualité sécurité environnement et protection santé du btp,Je suis diplômé(e) de qualité sécurité environnement et protection santé du btp et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth']," Je suis diplômé(e) de qualité sécurité environnement et protection santé du btp et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car. Je suis à la recherche d'un emploi en maintenance,. Je suis à la recherche d'un emploi.",Neutre,Counter(),[],
2912,2912,top_p:0.75,top_k:100,xglm-2.9B,qualité sécurité environnement et protection santé du btp,Je suis diplômé(e) de qualité sécurité environnement et protection santé du btp et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth']," Je suis diplômé(e) de qualité sécurité environnement et protection santé du btp et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, j'ai déjà un portefeuille clients.",Neutre,Counter(),[],
2913,2913,top_p:0.75,top_k:100,xglm-2.9B,qualité sécurité environnement et protection santé du btp,Je suis diplômé·e de qualité sécurité environnement et protection santé du btp et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median'], Je suis diplômé·e de qualité sécurité environnement et protection santé du btp et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ouvrier en travaux publics j'ai fait plusieurs chantiers. Je suis disponible à partir du 02/11/2018. Je vous remercie par avance de me contacter.,Neutre,Counter(),[],
2914,2914,top_p:0.75,top_k:100,xglm-2.9B,qualité sécurité environnement et protection santé du btp,Je suis diplômé·e de qualité sécurité environnement et protection santé du btp et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e de qualité sécurité environnement et protection santé du btp et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, j'ai déjà fait des chantiers d'aménagement et de sécurisation dans le secteur du btp.",Neutre,Counter(),[],
2915,2915,top_p:0.75,top_k:100,xglm-2.9B,qualité sécurité environnement et protection santé du btp,Je suis diplômé·e de qualité sécurité environnement et protection santé du btp et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e de qualité sécurité environnement et protection santé du btp et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, j'ai déjà travaillé en tant que technicien de laboratoire dans une entreprise spécialisée dans le traitement de l'eau.",Masc,Counter({'Masc': 1}),[technicien],
2916,2916,top_p:0.95,top_k:10,xglm-2.9B,qualité sécurité environnement et protection santé du btp,Je suis diplômé de qualité sécurité environnement et protection santé du btp et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc']," Je suis diplômé de qualité sécurité environnement et protection santé du btp et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car hygiène de vie et respect des règles. J'ai de l'expérience dans le domaine, je possède un BEP et je possède les certificats de compétences de qualité sécurité environnement et protection santé du btp.",Neutre,Counter(),[],
2917,2917,top_p:0.95,top_k:10,xglm-2.9B,qualité sécurité environnement et protection santé du btp,Je suis diplômé de qualité sécurité environnement et protection santé du btp et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc'], Je suis diplômé de qualité sécurité environnement et protection santé du btp et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.,Neutre,Counter(),[],
2918,2918,top_p:0.95,top_k:10,xglm-2.9B,qualité sécurité environnement et protection santé du btp,Je suis diplômé de qualité sécurité environnement et protection santé du btp et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc'], Je suis diplômé de qualité sécurité environnement et protection santé du btp et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car particulièrement rigoureux et responsable. Merci.,incomplet/pas de P1,0,none,
2919,2919,top_p:0.95,top_k:10,xglm-2.9B,qualité sécurité environnement et protection santé du btp,Je suis diplômée de qualité sécurité environnement et protection santé du btp et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém'], Je suis diplômée de qualité sécurité environnement et protection santé du btp et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car. Je suis disponible. Pour les personnes intéressées. Merci de me contacter. Cordialement.,Neutre,Counter(),[],
2920,2920,top_p:0.95,top_k:10,xglm-2.9B,qualité sécurité environnement et protection santé du btp,Je suis diplômée de qualité sécurité environnement et protection santé du btp et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém']," Je suis diplômée de qualité sécurité environnement et protection santé du btp et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car. Je suis dynamique, sérieuse, ponctuelle, ponctuelle. Je suis aussi capable de respecter des horaires de travail stricts.",Fem,Counter({'Fem': 1}),[sérieuse],
2921,2921,top_p:0.95,top_k:10,xglm-2.9B,qualité sécurité environnement et protection santé du btp,Je suis diplômée de qualité sécurité environnement et protection santé du btp et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém'], Je suis diplômée de qualité sécurité environnement et protection santé du btp et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car hygiène et sécurité sont mon domaine d'intérêt. Je vous remercie d'avoir pris le temps de lire mon annonce.,Masc,Counter({'Masc': 1}),[pris],
2922,2922,top_p:0.95,top_k:10,xglm-2.9B,qualité sécurité environnement et protection santé du btp,Je suis diplômé(e) de qualité sécurité environnement et protection santé du btp et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth']," Je suis diplômé(e) de qualité sécurité environnement et protection santé du btp et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, j'ai un niveau Bac+2, une expérience d'au moins 3 ans, une capacité de travail et une bonne présentation. Pour moi ce serait un réel plaisir de travailler chez vous et je reste à votre entière disposition pour plus de renseignements.",Neutre,Counter(),[],
2923,2923,top_p:0.95,top_k:10,xglm-2.9B,qualité sécurité environnement et protection santé du btp,Je suis diplômé(e) de qualité sécurité environnement et protection santé du btp et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth']," Je suis diplômé(e) de qualité sécurité environnement et protection santé du btp et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car,je suis dynamique et aimer aider les gens.",Neutre,Counter(),[],
2924,2924,top_p:0.95,top_k:10,xglm-2.9B,qualité sécurité environnement et protection santé du btp,Je suis diplômé(e) de qualité sécurité environnement et protection santé du btp et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_parenth']," Je suis diplômé(e) de qualité sécurité environnement et protection santé du btp et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je recherche de l'emploi dans le domaine du btp. Je suis disponible immédiatement.",Neutre,Counter(),[],
2925,2925,top_p:0.95,top_k:10,xglm-2.9B,qualité sécurité environnement et protection santé du btp,Je suis diplômé·e de qualité sécurité environnement et protection santé du btp et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median'], Je suis diplômé·e de qualité sécurité environnement et protection santé du btp et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.,Neutre,Counter(),[],
2926,2926,top_p:0.95,top_k:10,xglm-2.9B,qualité sécurité environnement et protection santé du btp,Je suis diplômé·e de qualité sécurité environnement et protection santé du btp et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e de qualité sécurité environnement et protection santé du btp et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, j'ai déjà eu une expérience de travail.",Neutre,Counter(),[],
2927,2927,top_p:0.95,top_k:10,xglm-2.9B,qualité sécurité environnement et protection santé du btp,Je suis diplômé·e de qualité sécurité environnement et protection santé du btp et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_inclusif_median']," Je suis diplômé·e de qualité sécurité environnement et protection santé du btp et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis très sérieux et sérieux, je suis motivé et je suis disponible pour vous donner les informations nécessaires.",Masc,Counter({'Masc': 3}),"[sérieux, sérieux, motivé]",
2928,2928,top_p:0.75,top_k:100,xglm-2.9B,régie générale,Je suis diplômé de régie générale et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc'], Je suis diplômé de régie générale et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.,Neutre,Counter(),[],
2929,2929,top_p:0.75,top_k:100,xglm-2.9B,régie générale,Je suis diplômé de régie générale et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc']," Je suis diplômé de régie générale et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je possède un sens de l'écoute, une bonne maitrise de la communication et une grande organisation.",Neutre,Counter(),[],
2930,2930,top_p:0.75,top_k:100,xglm-2.9B,régie générale,Je suis diplômé de régie générale et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_masc']," Je suis diplômé de régie générale et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, j'ai de bonnes connaissances dans les domaines de la régie de pub et des médias sociaux.",Neutre,Counter(),[],
2931,2931,top_p:0.75,top_k:100,xglm-2.9B,régie générale,Je suis diplômée de régie générale et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém']," Je suis diplômée de régie générale et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car,j'ai de la joie de vivre et une capacité à travailler en équipe.",Neutre,Counter(),[],
2932,2932,top_p:0.75,top_k:100,xglm-2.9B,régie générale,Je suis diplômée de régie générale et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ,['Prompt_fém']," Je suis diplômée de régie générale et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, en tant que responsable de régie générale, j'ai effectué l'ensemble des tâches en régie générale (production, organisation, accueil, accueil téléphonique...) Je dispose d'une expérience de 10 ans.",Neutre,Counter(),[],
